TIMESTAMP,RECORD,batt_volt,Tlogger,SWup,SWlo,LWup,LWlo,Tair,RHair,Tsoil,Tsurf,SWC_mV,SWC_vol,Udir,Uspeed,U_Max_QC,x630irr,x800irr,tiltNDVIup,x630rad,x800rad,tiltNDVIlo,x531irr,x570irr,tiltPRIup,x531rad,x570rad,tiltPRIlo,r630,r800,r531,r570,NDVI,PRI,latitude_deg,latitude_min,longitude_deg,longitude_min,speed,course,magnetic,fix_quality,nmbr_satellites,altitude,pps,dt_sincegprmc,gps_ready,max_clock_change,nmbr_clock_change,site,orient,plot
20.04.2018 08:25,21,12.3,23.47,360.43,97.14,257.96,390.85,27.42529,25.54348,21.10025,14.99213,0,-0.071,NAN,0,0,0.4317,0.3888,2,0.0123,0.0511,1,0.5659,0.5191,2,0.0129,0.0118,1,0.02849201,0.13143,0.02279555,0.02273165,0.6436763,0.001403473,47,13.237,11,25.552,0,326.9,2.5,1,8,1028.6,990000,0.35,10,-130,1,1,1,3
20.04.2018 08:25,22,12.31,23.38,364.58,98.49,258.55,390.95,24.13045,24.83017,21.02896,15.01056,0,-0.071,NAN,0,0,0.4504,0.4138,2,0.0125,0.0518,1,0.5811,0.5307,2,0.0136,0.012,1,0.02775311,0.1251812,0.02340389,0.02261164,0.6370585,0.01721693,47,13.237,11,25.552,0,326.9,2.5,1,8,1028.6,990000,0.32,10,-130,1,1,1,3
20.04.2018 08:25,23,12.31,23.32,357.67,95.12,258.33,389.89,21.24322,23.94702,20.94598,14.81503,0,-0.071,NAN,0,0,0.4578,0.4187,2,0.0129,0.052,1,0.5896,0.5349,2,0.013,0.0116,1,0.02817824,0.1241939,0.02204885,0.0216863,0.6301392,0.008289692,47,13.237,11,25.552,0,326.9,2.5,1,8,1028.6,990000,0.32,10,-130,1,1,1,3
20.04.2018 08:25,24,12.31,23.18,524.65,102.05,261.03,393.9,21.27406,23.70803,20.92178,15.55264,0,-0.071,NAN,0,0,0.6002,0.5661,2,0.0164,0.0539,1,0.7788,0.7293,2,0.0153,0.0155,1,0.02732423,0.09521286,0.01964561,0.02125326,0.5540252,-0.03930787,47,13.237,11,25.552,0,326.9,2.5,1,8,1028.6,990000,0.37,10,-130,1,1,2,3
20.04.2018 08:27,25,12.31,23.1,524.35,102.67,259.78,394.53,18.7606,22.82493,20.96915,15.668,0,-0.071,NAN,0,0,0.6202,0.5713,2,0.0165,0.0543,1,0.7921,0.7361,2,0.014,0.0146,1,0.02660432,0.09504638,0.01767454,0.01983426,0.5626112,-0.05757918,47,13.2369,11,25.5518,0,326.9,2.5,1,8,1028.5,990000,0.32,10,57000,2,1,2,3
20.04.2018 08:27,26,12.31,23.04,530.48,103.43,259.67,393.31,16.5868,21.87389,20.93362,15.44446,0,-0.071,NAN,0,0,0.6228,0.5735,2,0.0172,0.0544,1,0.7876,0.7338,2,0.0151,0.0145,1,0.02761721,0.09485615,0.01917217,0.01976015,0.5490086,-0.0151027,47,13.2384,11,25.5525,0,326.9,2.5,1,8,1027,990000,0.32,10,57000,2,1,2,3
20.04.2018 08:29,27,12.32,22.33,273.27,81.65,260.66,392.44,40.18831,32.0957,19.98361,15.28473,0,-0.071,NAN,0,0,0.3474,0.3085,2,0.021,0.03,1,0.4643,0.4141,2,0.0187,0.0211,1,0.06044905,0.09724473,0.04027568,0.05095388,0.2333363,-0.1170475,47,13.2382,11,25.5565,0,129.5,2.5,1,8,1027.8,990000,0.43,10,57000,2,1,1,2
20.04.2018 08:29,28,12.32,22.22,286.59,79.54,261.22,392.05,33.70124,30.46544,20.07651,15.21304,0,-0.071,NAN,0,0,0.3669,0.3341,2,0.0211,0.0308,1,0.4903,0.4386,2,0.0183,0.0199,1,0.05750886,0.09218796,0.03732409,0.04537164,0.2316623,-0.09731515,47,13.2382,11,25.5564,0,129.5,2.5,1,8,1027.8,990000,0.33,10,57000,2,1,1,2
20.04.2018 08:29,29,12.32,22.14,278.97,81.21,259.51,390.33,28.64065,29.03897,20.13467,14.89624,0,-0.071,NAN,0,0,0.3525,0.318,2,0.0217,0.0313,1,0.48,0.424,2,0.0181,0.0197,1,0.06156029,0.09842768,0.03770833,0.04646226,0.2304385,-0.1040022,47,13.2382,11,25.5565,0,129.5,2.5,1,8,1027.8,990000,0.31,10,57000,2,1,1,2
20.04.2018 08:29,30,12.32,21.92,544.6,91.31,260.77,397.05,30.30487,30.73715,19.80994,16.12808,0,-0.071,NAN,0,0,0.6143,0.5623,2,0.0241,0.0363,1,0.8109,0.7593,2,0.021,0.0231,1,0.03923165,0.06455629,0.02589715,0.03042276,0.2440037,-0.08035534,47,13.2382,11,25.5565,0,129.5,2.5,1,8,1027.7,990000,0.44,10,57000,2,1,2,2
20.04.2018 08:30,31,12.32,21.84,546.93,87.07,260.73,395.3,25.98843,29.07159,19.73981,15.80881,0,-0.071,NAN,0,0,0.627,0.5713,2,0.0245,0.0368,1,0.8029,0.7535,2,0.0208,0.0236,1,0.03907496,0.06441449,0.02590609,0.0313205,0.2448513,-0.09461362,47,13.2382,11,25.5565,0,129.5,2.5,1,8,1027.7,990000,0.31,10,57000,2,1,2,2
20.04.2018 08:30,32,12.32,21.75,539.29,89.56,261.71,395.15,22.86392,27.81499,19.71677,15.7814,0,-0.071,NAN,0,0,0.6356,0.5785,2,0.0249,0.0371,1,0.8082,0.7554,2,0.0215,0.0236,1,0.03917558,0.06413137,0.02660233,0.03124173,0.2415693,-0.08020531,47,13.2382,11,25.5565,0,129.5,2.5,1,8,1027.7,990000,0.3,10,57000,2,1,2,2
20.04.2018 08:32,33,12.32,20.96,350.67,179.56,259.4,323.7,42.66079,32.56849,19.09692,1.727966,0,-0.071,NAN,0,0,0.4191,0.3906,2,0.0681,0.0541,1,0.5666,0.5186,2,0.1195,0.1183,1,0.1624911,0.1385049,0.2109071,0.2281142,-0.07968942,-0.03919403,47,13.2394,11,25.5654,0,32.1,2.5,2,8,1030,990000,0.18,10,57000,2,1,1,1
20.04.2018 08:32,34,12.32,20.85,384.31,179.76,259.3,324.12,35.32524,30.80252,19.11966,1.817078,0,-0.071,NAN,0,0,0.4539,0.4138,2,0.0681,0.0539,1,0.6019,0.5531,2,0.1176,0.1154,1,0.150033,0.1302562,0.1953813,0.2086422,-0.07055884,-0.0328221,47,13.2394,11,25.5659,0,32.1,2.5,2,8,1030.3,990000,0.27,10,57000,2,1,1,1
20.04.2018 08:32,35,12.32,20.74,376.35,179.9,259.66,324,29.17831,28.86675,19.14246,1.791626,0,-0.071,NAN,0,0,0.4585,0.4272,2,0.0694,0.055,1,0.5961,0.5417,2,0.1152,0.1141,1,0.1513631,0.1287453,0.1932562,0.2106332,-0.08074664,-0.0430242,47,13.2394,11,25.5659,0,32.1,2.5,2,8,1030.3,990000,0.28,10,57000,2,1,1,1
20.04.2018 08:33,36,12.33,20.48,543.6,181.13,260.96,326.17,29.17627,29.85073,18.75534,2.250824,0,-0.071,NAN,0,0,0.6245,0.5765,2,0.074,0.0608,1,0.8137,0.7666,2,0.1131,0.1113,1,0.1184948,0.105464,0.1389947,0.1451865,-0.05818386,-0.02178828,47,13.2395,11,25.5659,0,32.1,2.5,2,8,1030.4,990000,0.77,10,57000,2,1,2,1
20.04.2018 08:33,37,12.33,20.4,543.6,180.77,261.04,326.27,24.18417,28.05086,18.54099,2.271942,0,-0.071,NAN,0,0,0.6404,0.5848,2,0.0738,0.0608,1,0.8187,0.7712,2,0.1134,0.1103,1,0.1152405,0.1039672,0.1385123,0.1430238,-0.05142751,-0.01602487,47,13.2395,11,25.5658,0,32.1,2.5,2,8,1030.3,990000,0.28,10,57000,2,1,2,1
20.04.2018 08:33,38,12.32,20.29,544.51,180.93,260.74,326.23,20.0071,26.35287,18.33871,2.263489,0,-0.071,NAN,0,0,0.6445,0.589,2,0.0745,0.0611,1,0.81,0.7608,2,0.114,0.1107,1,0.1155935,0.1037351,0.1407407,0.1455047,-0.05406656,-0.01664302,47,13.2395,11,25.5658,0,32.1,2.5,2,8,1030.3,990000,0.28,10,57000,2,1,2,1
20.04.2018 08:36,39,12.33,19.26,425.74,57.04,257.74,375.26,38.54585,33.07551,16.80063,12.07483,0,-0.071,NAN,0,0,0.4218,0.4128,2,0.0127,0.0142,1,0.6526,0.5899,2,0.0149,0.0166,1,0.03010906,0.03439922,0.02283175,0.02814036,0.06650566,-0.1041474,47,13.2459,11,25.5736,0,5.5,2.5,2,8,1031.1,990000,0.75,10,57000,2,1,1,2
20.04.2018 08:36,40,12.33,19.21,452.74,56.82,257.68,375.37,31.075,30.66446,16.56161,12.09573,0,-0.071,NAN,0,0,0.5419,0.4928,2,0.0122,0.0137,1,0.692,0.6447,2,0.0152,0.0163,1,0.02251338,0.02780033,0.02196532,0.02528308,0.1050797,-0.07021949,47,13.2459,11,25.5735,0,5.5,2.5,2,8,1031.1,990000,0.27,10,57000,2,1,1,2
20.04.2018 08:36,41,12.33,19.13,454.13,57.66,258.01,376.58,25.47186,28.79675,16.38843,12.32532,0,-0.071,NAN,0,0,0.5326,0.4805,2,0.0126,0.0138,1,0.6868,0.6351,2,0.0154,0.0163,1,0.02365753,0.02872008,0.02242283,0.02566525,0.09665488,-0.06742669,47,13.2459,11,25.5735,0,5.5,2.5,2,8,1031.1,990000,0.29,10,57000,2,1,1,2
20.04.2018 08:37,42,12.33,19.02,557.48,60.86,260.12,376.34,23.29852,29.34008,16.15115,12.27982,0,-0.071,NAN,0,0,0.6347,0.5817,2,0.0136,0.0146,1,0.8267,0.7768,2,0.0162,0.0178,1,0.02142745,0.02509885,0.01959598,0.02291452,0.07891022,-0.07806393,47,13.2459,11,25.5735,0,5.5,2.5,2,8,1031.1,990000,1.04,10,57000,2,1,2,2
20.04.2018 08:37,43,12.33,18.97,551.72,60.42,260.14,376.89,18.68017,27.23466,15.98993,12.38406,0,-0.071,NAN,0,0,0.648,0.5932,2,0.0134,0.0148,1,0.822,0.768,2,0.0163,0.0175,1,0.02067901,0.02494943,0.01982968,0.02278646,0.09359106,-0.06938159,47,13.2459,11,25.5736,0,5.5,2.5,2,8,1031.2,990000,0.27,10,57000,2,1,2,2
20.04.2018 08:37,44,12.33,18.89,558.49,60.22,260.75,378.06,14.74099,25.36695,15.90414,12.60538,0,-0.071,NAN,0,0,0.6406,0.5914,2,0.0141,0.0148,1,0.8159,0.7666,2,0.0162,0.0172,1,0.02201062,0.02502536,0.01985537,0.02243673,0.06409449,-0.06103644,47,13.2459,11,25.5736,0,5.5,2.5,2,8,1031.2,990000,0.27,10,57000,2,1,2,2
20.04.2018 08:39,45,12.33,18.51,370.53,83.29,258.63,386.49,33.31551,33.21101,15.78427,14.18518,0,-0.071,NAN,0,0,0.4398,0.4011,2,0.0134,0.0381,1,0.5963,0.54,2,0.0124,0.0126,1,0.03046839,0.09498878,0.0207949,0.02333333,0.5142822,-0.05752394,47,13.2531,11,25.589,0,51.4,2.5,2,8,1031.5,990000,0.86,10,57000,2,1,1,3
20.04.2018 08:39,46,12.33,18.48,383.58,84.81,258.1,386.81,26.48993,30.69811,15.77359,14.24463,0,-0.071,NAN,0,0,0.4616,0.4183,2,0.014,0.0378,1,0.6103,0.5573,2,0.0123,0.0131,1,0.03032929,0.09036576,0.02015402,0.02350619,0.4974228,-0.07677861,47,13.2531,11,25.5889,0,51.4,2.5,2,8,1031.4,990000,0.27,10,57000,2,1,1,3
20.04.2018 08:39,47,12.33,18.46,401.73,85.56,258.38,388.42,21.39622,28.62667,15.80566,14.54324,0,-0.071,NAN,0,0,0.4857,0.4463,2,0.0142,0.037,1,0.6523,0.5984,2,0.0133,0.0131,1,0.02923615,0.08290388,0.02038939,0.02189171,0.4785778,-0.03553172,47,13.2531,11,25.5889,0,51.4,2.5,2,8,1031.4,990000,0.28,10,57000,2,1,1,3
20.04.2018 08:40,48,12.33,18.38,566.33,92.25,259.58,391.14,20.6831,28.59271,15.85919,15.04556,0,-0.071,NAN,0,0,0.6468,0.6062,2,0.0147,0.0453,1,0.8612,0.8039,2,0.0149,0.0145,1,0.02272727,0.07472781,0.01730144,0.01803707,0.5335847,-0.02081665,47,13.2531,11,25.5891,0,51.4,2.5,2,8,1031.4,990000,0.55,10,57000,2,1,2,3
20.04.2018 08:40,49,12.33,18.35,565.74,92.46,259.04,390.89,16.64209,26.58918,15.85919,14.99951,0,-0.071,NAN,0,0,0.6638,0.6075,2,0.0152,0.0451,1,0.846,0.7966,2,0.0147,0.014,1,0.02289846,0.07423868,0.01737589,0.01757469,0.5285333,-0.005688248,47,13.2531,11,25.5891,0,51.4,2.5,2,8,1031.5,990000,0.26,10,57000,2,1,2,3
20.04.2018 08:40,50,12.33,18.33,561.48,90.77,259.35,391.12,12.94356,24.65492,15.85846,15.0419,0,-0.071,NAN,0,0,0.6595,0.6053,2,0.0152,0.0449,1,0.8417,0.7943,2,0.0145,0.0151,1,0.02304776,0.07417809,0.01722704,0.01901045,0.5258923,-0.04921451,47,13.2531,11,25.5891,0,51.4,2.5,2,8,1031.5,990000,0.27,10,57000,2,1,2,3
20.04.2018 08:43,51,12.33,18.71,461.34,199.25,257.83,325.45,43.88475,42.99518,16.64493,2.098724,0,-0.071,NAN,0,0,0.5382,0.4911,2,0.0844,0.0667,1,0.6954,0.6427,2,0.1183,0.1179,1,0.156819,0.1358175,0.1701179,0.1834448,-0.0717664,-0.03769324,47,13.2471,11,25.5586,0,245.4,2.5,2,8,1028.3,990000,0.4,10,57000,2,1,1,1
20.04.2018 08:43,52,12.33,18.71,468.09,200.28,257.99,325.78,35.90382,40.27827,16.66666,2.168457,0,-0.071,NAN,0,0,0.5559,0.5127,2,0.0851,0.0687,1,0.7193,0.669,2,0.1182,0.1169,1,0.1530851,0.1339965,0.1643264,0.1747384,-0.06649193,-0.03070793,47,13.247,11,25.5586,0,245.4,2.5,2,8,1028.4,990000,0.26,10,57000,2,1,1,1
20.04.2018 08:43,53,12.33,18.71,466.4,200.46,257.65,325.98,29.55302,37.6972,16.67749,2.210724,0,-0.071,NAN,0,0,0.5462,0.5047,2,0.0857,0.0686,1,0.725,0.6733,2,0.1186,0.1179,1,0.1569022,0.1359223,0.1635862,0.1751077,-0.07164669,-0.03401737,47,13.247,11,25.5587,0,245.4,2.5,2,8,1028.4,990000,0.25,10,57000,2,1,1,1
20.04.2018 08:43,54,12.33,18.69,575.71,197.89,258.83,327.39,26.63468,36.57775,16.67719,2.507996,0,-0.071,NAN,0,0,0.6655,0.6092,2,0.0853,0.0702,1,0.8579,0.8073,2,0.1245,0.1245,1,0.1281743,0.1152331,0.1451218,0.1542178,-0.05316685,-0.03038679,47,13.2471,11,25.5586,0,245.4,2.5,2,8,1028.3,990000,0.98,10,57000,2,1,2,1
20.04.2018 08:44,55,12.33,18.66,582.66,196.16,258.48,326.92,21.87991,34.23433,16.65546,2.409027,0,-0.071,NAN,0,0,0.6751,0.6208,2,0.0853,0.0699,1,0.8582,0.8106,2,0.1254,0.1243,1,0.1263516,0.1125966,0.1461198,0.1533432,-0.05756473,-0.02412127,47,13.2471,11,25.5586,0,245.4,2.5,2,8,1028.3,990000,0.22,10,57000,2,1,2,1
20.04.2018 08:44,56,12.33,18.66,585.65,197.08,258.9,326.66,18.14402,32.33242,16.50363,2.354218,0,-0.071,NAN,0,0,0.6832,0.6259,2,0.0859,0.0703,1,0.8673,0.8142,2,0.125,0.1242,1,0.1257319,0.1123183,0.1441254,0.1525424,-0.05634777,-0.02837158,47,13.2471,11,25.5587,0,245.4,2.5,2,8,1028.3,990000,0.27,10,57000,2,1,2,1
20.04.2018 08:48,57,12.33,17.74,504.17,244.24,268.43,325.42,48.61458,42.55809,16.02908,2.092377,0,-0.071,NAN,0,0,0.6016,0.5619,2,0.0963,0.0779,1,0.7467,0.6953,2,0.1556,0.1554,1,0.1600731,0.1386368,0.2083835,0.2235006,-0.07176315,-0.03500266,47,13.1848,11,25.529,0,141,2.5,2,7,1051.2,990000,0.89,10,57000,2,2,1,1
20.04.2018 08:48,58,12.34,17.69,506.95,245.09,268.27,325.52,39.68179,40.01072,16.17963,2.113525,0,-0.071,NAN,0,0,0.6033,0.5615,2,0.0943,0.0755,1,0.7426,0.7021,2,0.1554,0.1539,1,0.156307,0.1344613,0.2092647,0.2191996,-0.07513107,-0.02318706,47,13.1848,11,25.529,0,141,2.5,2,8,1051.2,990000,0.25,10,57000,2,2,1,1
20.04.2018 08:49,59,12.33,17.64,512.29,245.15,268.08,325.56,32.44726,37.46335,16.35217,2.121979,0,-0.071,NAN,0,0,0.6272,0.5851,2,0.093,0.0738,1,0.7576,0.7105,2,0.1555,0.1545,1,0.1482781,0.1261323,0.2052534,0.2174525,-0.08070315,-0.02885945,47,13.1848,11,25.529,0,141,2.5,2,8,1051.2,990000,0.26,10,57000,2,2,1,1
20.04.2018 08:49,60,12.34,17.56,587.66,242.4,268.41,326.73,26.9789,35.01787,16.60114,2.368958,0,-0.071,NAN,0,0,0.7082,0.6563,2,0.1042,0.0869,1,0.8459,0.8055,2,0.163,0.1619,1,0.1471336,0.132409,0.1926942,0.2009932,-0.05267396,-0.0210802,47,13.1848,11,25.5289,0,141,2.5,2,8,1051.2,990000,0.12,10,57000,2,2,2,1
20.04.2018 08:49,61,12.34,17.51,585.97,242.07,268.3,326.85,21.85019,32.70826,16.82944,2.394257,0,-0.071,NAN,0,0,0.7029,0.6529,2,0.1037,0.086,1,0.8538,0.8081,2,0.1628,0.1611,1,0.1475317,0.13172,0.190677,0.1993565,-0.05662145,-0.02225336,47,13.1848,11,25.529,0,141,2.5,2,8,1051.3,990000,0.24,10,57000,2,2,2,1
20.04.2018 08:49,62,12.34,17.46,589.89,242.79,268.02,326.65,17.53664,30.5345,16.99307,2.352112,0,-0.071,NAN,0,0,0.7108,0.6589,2,0.1023,0.0846,1,0.8618,0.8164,2,0.1624,0.161,1,0.1439223,0.1283958,0.1884428,0.1972073,-0.05701615,-0.02272646,47,13.1848,11,25.529,0,141,2.5,2,8,1051.4,990000,0.25,10,57000,2,2,2,1
20.04.2018 08:52,63,12.34,17.34,480.43,112.93,269.46,400.54,37.06848,38.31347,18.09763,16.76169,0,-0.071,NAN,0,0,0.586,0.5423,2,0.0239,0.0389,1,0.7079,0.6645,2,0.0211,0.0247,1,0.04078498,0.07173152,0.02980647,0.03717081,0.27504,-0.1099527,47,13.1736,11,25.5288,0,141.7,2.5,2,8,1057.2,990000,0.6,10,57000,2,2,1,2
20.04.2018 08:52,64,12.34,17.31,480.27,113.17,269.57,400.01,30.68291,35.96982,18.22055,16.66574,0,-0.071,NAN,0,0,0.5894,0.5475,2,0.0237,0.0388,1,0.72,0.6691,2,0.0221,0.0244,1,0.04021038,0.07086758,0.03069444,0.0364669,0.2759971,-0.08594905,47,13.1736,11,25.5287,0,141.7,2.5,2,8,1057.3,990000,0.26,10,57000,2,2,1,2
20.04.2018 08:52,65,12.33,17.29,474.59,112.46,269.69,400.13,25.31631,33.72808,18.29889,16.68747,0,-0.071,NAN,0,0,0.586,0.5443,2,0.0236,0.0388,1,0.7145,0.6685,2,0.0218,0.024,1,0.04027304,0.07128422,0.03051085,0.03590127,0.2779844,-0.08116627,47,13.1736,11,25.5287,0,141.7,2.5,2,8,1057.4,990000,0.26,10,57000,2,2,1,2
20.04.2018 08:53,66,12.34,17.24,592.56,118.05,267.25,398.19,25.38484,33.08303,18.69287,16.33551,0,-0.071,NAN,0,0,0.7221,0.6683,2,0.025,0.041,1,0.8688,0.8188,2,0.0225,0.0239,1,0.03462124,0.0613497,0.02589779,0.02918906,0.2785057,-0.05974689,47,13.1736,11,25.5287,0,141.7,2.5,2,9,1057.4,990000,0.46,10,57000,2,2,2,2
20.04.2018 08:53,67,12.34,17.21,600.08,117.91,266.07,398.46,20.86734,31.11299,18.86255,16.38458,0,-0.071,NAN,0,0,0.7064,0.6572,2,0.0247,0.0404,1,0.8732,0.8275,2,0.0216,0.0244,1,0.03496603,0.06147292,0.0247366,0.0294864,0.2748567,-0.08759756,47,13.1735,11,25.5287,0,141.7,2.5,2,8,1057.4,990000,0.23,10,57000,2,2,2,2
20.04.2018 08:53,68,12.34,17.16,592.95,117.58,266.19,398.21,16.8933,29.07502,18.98734,16.33914,0,-0.071,NAN,0,0,0.7106,0.6583,2,0.025,0.0407,1,0.865,0.8214,2,0.0219,0.024,1,0.03518154,0.06182592,0.02531792,0.02921841,0.2746632,-0.07152096,47,13.1735,11,25.5287,0,141.7,2.5,2,9,1057.3,990000,0.22,10,57000,2,2,2,2
20.04.2018 08:55,69,12.34,17.06,508.2,124.52,266.91,403.13,37.00183,37.97443,18.9877,17.22922,0,-0.071,NAN,0,0,0.6144,0.5748,2,0.0173,0.0615,1,0.7619,0.7218,2,0.0164,0.0167,1,0.02815755,0.1069937,0.02152514,0.0231366,0.5833181,-0.03608157,47,13.1616,11,25.528,0,169.7,2.5,2,8,1059.6,990000,0.67,10,57000,2,2,1,3
20.04.2018 08:55,70,12.34,17.04,519.65,124.57,266.75,403.88,30.81995,35.69868,19.04456,17.36417,0,-0.071,NAN,0,0,0.6227,0.5831,2,0.0171,0.0619,1,0.7694,0.718,2,0.0164,0.0175,1,0.02746106,0.1061567,0.02131531,0.02437326,0.5889611,-0.06693029,47,13.1616,11,25.528,0,169.7,2.5,2,9,1059.7,990000,0.22,10,57000,2,2,1,3
20.04.2018 08:56,71,12.34,17.04,519.4,125.59,266.89,403.57,25.72536,33.59296,19.1019,17.30841,0,-0.071,NAN,0,0,0.6326,0.5883,2,0.0171,0.0621,1,0.7657,0.7176,2,0.0163,0.0163,1,0.0270313,0.1055584,0.02128771,0.02271461,0.5922564,-0.03242771,47,13.1616,11,25.528,0,169.7,2.5,2,9,1059.7,990000,0.23,10,57000,2,2,1,3
20.04.2018 08:56,72,12.34,17.04,601.22,129.31,265.62,406.22,23.5515,31.99653,19.2616,17.78406,0,-0.071,NAN,0,0,0.7253,0.6737,2,0.0169,0.0659,1,0.8828,0.8345,2,0.0179,0.018,1,0.0233007,0.09781802,0.02027639,0.0215698,0.6152419,-0.03090861,47,13.1615,11,25.5279,0,169.7,2.5,2,9,1059.7,990000,0.22,10,57000,2,2,2,3
20.04.2018 08:56,73,12.33,17.01,601.89,129.21,265.12,405.87,19.44154,29.95854,19.39886,17.72137,0,-0.071,NAN,0,0,0.7291,0.6757,2,0.0173,0.0659,1,0.8797,0.8294,2,0.0178,0.0189,1,0.02372788,0.09752849,0.02023417,0.02278756,0.6086327,-0.0593511,47,13.1615,11,25.5279,0,169.7,2.5,2,7,1059.7,990000,0.27,10,57000,2,2,2,3
20.04.2018 08:56,74,12.34,17.01,605.92,129.8,265.24,405.66,15.94299,28.15831,19.4906,17.68375,0,-0.071,NAN,0,0,0.7317,0.6784,2,0.0175,0.0662,1,0.8942,0.8395,2,0.0171,0.0176,1,0.02391691,0.09758256,0.01912324,0.02096486,0.6063043,-0.04593931,47,13.1615,11,25.5279,0,169.7,2.5,2,9,1059.8,990000,0.22,10,57000,2,2,2,3
20.04.2018 09:08,75,12.33,15.19,323.26,82.59,263.05,380.93,72.00716,42.19378,15.95157,13.14618,0,-0.071,NAN,0,0,0.4276,0.3818,2,0.0122,0.0366,1,0.5523,0.5048,2,0.0125,0.013,1,0.02853134,0.09586171,0.02263263,0.02575277,0.5412712,-0.06448525,47,13.1222,11,25.7343,0,48.8,2.5,2,9,1127.1,990000,0.66,10,57000,2,3,1,3
20.04.2018 09:08,76,12.33,15.19,333.93,82.79,262.26,381.14,57.26312,39.64585,15.94083,13.18561,0,-0.071,NAN,0,0,0.4065,0.3758,2,0.0117,0.0362,1,0.5441,0.4934,2,0.0127,0.0123,1,0.02878229,0.09632783,0.0233413,0.02492906,0.5398887,-0.03289314,47,13.1222,11,25.7343,0,48.8,2.5,2,8,1127.1,990000,0.25,10,57000,2,3,1,3
